CID,Industry,Topic,Metric,Code,Page,Heading or Fragment,Value,Unit,SASB Unit of Measurement,Complete
Guerlain,Luxury,Packaging Lifecycle Management,Description of strategies to reduce the environmental impact of packaging throughout its lifecycle,CG-HP-410a.2,26,Nos comités Eco-Design se réunissent tous les 6 mois pour piloter les projets d’éco-conception des packagings. :contentReference[oaicite:16]{index=16},N/A,N/A,n/a,TRUE
Guerlain,Luxury,"Product Environmental, Health, and Safety Performance",Discussion of process to identify and manage emerging materials and chemicals of concern,CG-HP-250a.3,26,"Rechargeabilité versus allègement des pots et des flacons, ajustement et sobriété des étuis versus visibilité en linéaire, utilisation de matière recyclée versus impact prix, timing de déve-loppement et respect de nos standards qualité... sont autant d’arbi-trages discutés à chaque étape de développement.",N/A,N/A,n/a,TRUE
Guerlain,Luxury,Packaging Lifecycle Management,Description of strategies to reduce the environmental impact of packaging throughout its lifecycle,CG-HP-410a.2,26,"Réduire notre consommation de plastiques vierges d’origine fossile. Outre sa suppression pure lorsque cela est possible, nous cherchons à le substituer par des matériaux renouvelables, comme le papier ou le carton en priorité. Si un polymère reste nécessaire pour des raisons techniques, nous étudions alors systématiquement des alternatives en plastique recyclé mécani-quement, chimiquement, ou en plastique bio-sourcé. Remplacer le plastique par du verre ou du métal est aussi une option, mais nous la réservons de préférence aux produits rechargeables pour rentabiliser le surplus d’impact ou les transferts de pollution que l’utilisation de ces matériaux peut générer.",N/A,N/A,n/a,TRUE
Guerlain,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,27,Nous intégrons de manière systématique entre 10 et 40 % de verre recyclé dans chaque nouveau moule en verre. :contentReference[oaicite:4]{index=4},10,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,27,"Nous intégrons de manière systématique entre 10 et 40 % de verre recyclé dans chaque nouveau moule en verre, avec un objectif d’augmenter significativement ce taux dans les années à venir avec nos fournisseurs.",10,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Packaging Lifecycle Management,Description of strategies to reduce the environmental impact of packaging throughout its lifecycle,CG-HP-410a.2,27,"• _x0007_ Le plastique recyclé. Substituer le plastique fossile par du plas-tique recyclé est une priorité mais représente un défi majeur pour la Maison. Esthétiquement en deçà des exigences du marché du luxe, le plastique recyclé mécaniquement représente avant tout un sujet de sécurité consommateur pour l’ensemble du secteur cosmétique. Pour éviter tout risque d’impuretés pouvant migrer dans les formules, un niveau de qualité de grade alimentaire est nécessaire pour tout plastique en contact direct avec la formule. Cette exigence nous met en concurrence avec les filières d’appro-visionnement de l’agro-alimentaire, rendant un tel matériau plus rare à trouver pour Guerlain. Afin de pallier ce manque d’offre, le plastique recyclé chimiquement représente un intérêt réel pour accélérer la substitution sur l’ensemble de nos éléments utilisant des résines en contact avec nos formules. Pour les autres com-posants ou articles qui ne sont pas en contact avec les formules (éléments de merchandising, articles promotionnels...), le recours au plastique recyclé mécaniquement est réellement systématisé dès que possible.",N/A,N/A,n/a,TRUE
Guerlain,Luxury,Packaging Lifecycle Management,Description of strategies to reduce the environmental impact of packaging throughout its lifecycle,CG-HP-410a.2,27,"• _x0007_ Les nouveaux éco-matériaux. Ce sont des alternatives qui nous intéressent, tant pour leur caractère innovant que pour notre vo-lonté de soutenir les start-up qui les inventent. Ils utilisent par exemple des résidus de nos productions de formules ou de pac-kaging par exemple, pour créer de nouveaux matériaux aussi es-thétiques qu’écologiques.",N/A,N/A,n/a,TRUE
Guerlain,Luxury,"Product Environmental, Health, and Safety Performance",Discussion of process to identify and manage emerging materials and chemicals of concern,CG-HP-250a.3,27,"Pour éviter tout risque d’impuretés pouvant migrer dans les formules, un niveau de qualité de grade alimentaire est nécessaire pour tout plastique en contact direct avec la formule.",N/A,N/A,n/a,TRUE
,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,8,100 % des éléments merchandising en plastique intégreront une part de recyclé ou biosourcé et seront recyclables ou réutilisables d’ici 2030. :contentReference[oaicite:28]{index=28},100,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,28,"Entre la génération 3 lancée en 2013 et la génération 4 lancée en 2017, la crème Orchidée Impériale avait déjà allégé son pot de 60 %(1) et réduit le volume de son écrin de 40 %(1) pour diviser l’empreinte carbone de son packaging par deux(1).",60,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,28,"En 2022, Guerlain incorpore désormais 40 % de verre recyclé et 88 % de plastique recyclé dans la fabrication de son pot, dont la silhouette slim demeure inchan-gée, et réussit le pari d’ajuster encore davantage le coffret qui perd encore 8 %(1) de son poids, et 20 %(1) de volume mais rien de savaleur perçue. ",40,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Packaging Lifecycle Management,"Total weight of packaging, percentage made from recycled and/or renewable materials",CG-HP-410a.1,29,98 % des éléments de PLV éphémère sont fabriqués en PMMA (polyméthacrylate de méthyle) recyclé en 2022. L’objectif est d’atteindre 100 % en 2023.,98,%,"Metric tonnes (t), Percentage (%)",TRUE
Guerlain,Luxury,Water Management,"Total water withdrawn, total water consumed, percentage of each in regions with High Baseline Water Stress",CG-HP-140a.1,53,Prélèvement d'eau (m3) — Total du prélèvement d'eau : 44 279 42 126 42 928 44 004. :contentReference[oaicite:0]{index=0},44279,m3,"Thousand cubic metres (m³), Percentage (%)",FALSE
Guerlain,Luxury,Water Management,"Total water withdrawn, total water consumed, percentage of each in regions with High Baseline Water Stress",CG-HP-140a.1,53,Consommation d'eau (m3) — Consommation totale d'eau (prélèvement – déversement) : 1 632 2 373 1 571 2 031. :contentReference[oaicite:1]{index=1},1632,m3,"Thousand cubic metres (m³), Percentage (%)",FALSE
Guerlain,Luxury,Water Management,"Total water withdrawn, total water consumed, percentage of each in regions with High Baseline Water Stress",CG-HP-140a.1,53,Déversement d'eau (m3) — Total du déversement d'eau : 42 647 39 753 41 357 41 973. :contentReference[oaicite:26]{index=26},42647,m3,"Thousand cubic metres (m³), Percentage (%)",FALSE
Guerlain,Luxury,Water Management,"Total water withdrawn, total water consumed, percentage of each in regions with High Baseline Water Stress",CG-HP-140a.1,53,Consommation d’eau (m3) — 2 031 (2022). (Ligne de synthèse : 1 632 2 373 1 571 2 031). :contentReference[oaicite:32]{index=32},2031,m3,"Thousand cubic metres (m³), Percentage (%)",TRUE
Guerlain,Luxury,Water Management,"Total water withdrawn, total water consumed, percentage of each in regions with High Baseline Water Stress",CG-HP-140a.1,53,Prélèvement d'eau (m3) — Total du prélèvement d'eau : 44 279 (2019). :contentReference[oaicite:0]{index=0},44004,m3,"Thousand cubic metres (m³), Percentage (%)",TRUE
Hermès International,Luxury,Labour Conditions in the Supply Chain,"Description of the greatest (1) labour and (2) environmental, health and safety risks in the supply chain",CG-AA-430b.3,3,"d’identifier les risques liés à cette filière, en évaluant
obligatoirement les risques au regard des droits humains et
libertés fondamentales, de la santé et la sécurité des personnes,
et de l’environnement (carbone, eau, déforestation, biodiversité),
ainsi que le risque de corruption. Y ont été rajoutés en 2022 les
sujets de circularité, innovation matières et process ainsi que la
thématique du plastique (en cohérence avec les engagements du
groupe) ;",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Labour Conditions in the Supply Chain,"Description of the greatest (1) labour and (2) environmental, health and safety risks in the supply chain",CG-AA-430b.3,4,"Le brief filières est destiné à l’ensemble des fournisseurs impliqués
dans l’approvisionnement de matières premières entrant dans la
fabrication des produits de la maison. Il permet de partager avec eux
les exigences de filières éthiques et durables et de protection des
hommes, des animaux et de l’environnement que se fixe Hermès.",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Labour Conditions in the Supply Chain,"Description of the greatest (1) labour and (2) environmental, health and safety risks in the supply chain",CG-AA-430b.3,4,"respecter les droits humains et les libertés fondamentales :
au-delà du respect des conventions de référence, le plan de
vigilance de la maison intègre le respect des droits humains,
des libertés fondamentales et des conditions d’emploi tant
chez ses fournisseurs que chez leurs propres fournisseurs et
sous-traitants,",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Labour Conditions in the Supply Chain,"Description of the greatest (1) labour and (2) environmental, health and safety risks in the supply chain",CG-AA-430b.3,8,"Par ailleurs, une attention particulière est portée aux règles de biosécurité dans les fermes, afin de protéger les élevages de l’introduction d’agents infectieux. Cela se traduit notamment par le respect d’exigences strictes lors des transferts d’animaux sur les fermes ou entre les fermes, la mise en place d’instructions de désinfection et de programmes de lutte antiparasitaire ou de vaccination des animaux. Ces différents protocoles ont été établis en collaboration avec des vétérinaires spécialisés dans les espèces concernées. Ainsi en 2022, la totalité des tanneries Hcp sont membres de l’ICFA et 99,3 % des peaux brutes de crocodiliens achetées par le pôle Tanneries proviennent de fermes ayant fait l’objet d’un audit externe par Bureau Veritas ou BSI dans le cadre de la certification ICFA.",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Labour Conditions in the Supply Chain,"Description of the greatest (1) labour and (2) environmental, health and safety risks in the supply chain",CG-AA-430b.3,9,"Les déchets issus de la culture des mûriers et de l’élevage des vers à soie sont en grande partie recyclés localement. Chaque partie du cocon ainsi que les autres co-produits de l’industrie trouvent de multiples utilisations, de la nourriture pour poissons au tissu. Une telle circularité réduit la demande de matières premières, ce qui permet de laisser plus d’espaces non cultivés propices à la biodiversité.",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Raw Materials Sourcing,"(1) List of priority raw materials; for each
priority raw material: (2) environmental or
social factor(s) most likely to threaten
sourcing, (3) discussion on business risks
or opportunities associated with
environmental or social factors and
(4) management strategy for addressing
business risks and opportunities",CG-AA-440a.3,10,"Au-delà du déploiement des certifications, la maison collecte les informations permettant de gérer au mieux cette ressource naturelle. Pour assurer la traçabilité de la chaîne d’approvisionnement, les données concernant les pays d’origine, les espèces utilisées, les types de forêt (plantation ou forêt naturelle) et les certifications des fournisseurs sont suivies et analysées. Une évaluation des risques est réalisée en étudiant notamment le niveau de corruption du pays, mais aussi la classification de l’espèce dans les listes rouges de l’UICN (Union internationale pour la conservation de la nature) et celle du Cites.",N/A,N/A,n/a,VRAI
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Laine et poils — Certifications RWS / RAS / RMS — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Plume/Duvet — Certification RDS — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Cuirs — Certification LWG — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Cuirs précieux — Certification IFCA pour les fermes d’élevage des crocodiles — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — — Certification SAOBC pour les fermes d’élevage des autruches — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — — Certification LPPS pour la filière Lézards — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Soie — Certification GOTS — Oui,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES ANIMALES — Nacre/perles — Certifications ASC/MSC — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES VÉGÉTALES — Coton — Certification GOTS — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES VÉGÉTALES — Lin — Certification « Master of Linen » — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES VÉGÉTALES — Fibres cellulosiques — Sources en fibres FSC — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES VÉGÉTALES — Bois — Certification FSC — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES VÉGÉTALES — Caoutchouc — Certifications FSC et GOLS — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES MINÉRALES ET MÉTALLIQUES — Pierres — Certification RJC — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES MINÉRALES ET MÉTALLIQUES — Or/Argent — Certification RJC et utilisation de matières issues du recyclage — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,5,FILIÈRES MINÉRALES ET MÉTALLIQUES — Autres métaux — Certifications IRMA ou ASI — NA,N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,6,"Au niveau du groupe, à fin 2022, 66 % de fournisseurs de cuirs sont certifiés LWG avec déjà près de 50 % de fournisseurs aux niveaux Silver ou Gold.",66,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,6,"Depuis février 2020, tous les fournisseurs de tanneries d’Hermès Maroquinerie-Sellerie sont encouragés à se faire évaluer par le protocole d’audit LWG. Fin 2022, 76 % des fournisseurs du pôle maroquinerie sont déjà certifiés.",76,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,7,"En 2022,
100 % des sites d’élevage de crocodiliens avec lesquels le pôle
Tanneries entretient des relations commerciales a signé la charte de
bonnes pratiques d’élevage et 97 % des peaux brutes de crocodiliens
achetées par le pôle Tanneries proviennent de fermes ayant fait l’objet
d’un audit externe initial, voire d’un audit de suivi.",100,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,8,"Au total, 33 % des peaux de lézard achetées par Hermès en 2022 sont certifiées LPPS, dont 100% pour les peaux achetées en Malaisie.",33,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,8,"Ainsi en 2022, la totalité des tanneries Hcp sont membres de l’ICFA et 99,3 % des peaux brutes de crocodiliens achetées par le pôle Tanneries proviennent de fermes ayant fait l’objet d’un audit externe par Bureau Veritas ou BSI dans le cadre de la certification ICFA.",99.3,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,9,"En 2022, la Holding Textile Hermès a testé des premières productions certifiées GOTS pour la Soie et s’est fixée pour objectif d’atteindre 30% sur ses productions à horizon 2025.",30,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,9,"En 2022, 35 % des approvisionnements de la Holding Textile Hermès ont été effectués en conformité avec ce nouveau standard.",35,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,9,"À titre d’exemple, l’objectif 2023 est de réaliser 50 % des housses en coton certifié GOTS ou utilisant de la soie recyclée.",50,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,9,"En 2020, une démarche de travail a été engagée avec les principaux
fournisseurs afin de faire évoluer tous les approvisionnements vers du
coton bio ou GOTS (Global Organic Textile Standard) pour les housses
de protection et le bolduc.",N/A,N/A,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,10,"Les bois utilisés pour les objets Hermès sont à plus de 50 % certifiés FSC, PEFC ou SVLK.",50,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,10,"Certains partenaires, en plus de s’approvisionner en bois certifiés FSC, ont certifié FSC l’ensemble de leur chaîne de valeur, garantissant des approvisionnements 100 % certifiés à Hermès.",100,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,11,Hermès Horloger a fait le choix de s’approvisionner en acier à 85 % recyclé.,85,%,Metric tonnes (t),FAUX
Hermès International,Luxury,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,11,100 % d’or et d’argent non miniers transformés dans les ateliers.,100,%,Metric tonnes (t),FAUX
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,e,,,,
